time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1993-07-17T12:34:45.470Z,33.07,140.825,21.9,5.2,mb,,,,1.2,us,usp0005wsu,2014-11-07T00:53:31.442Z,"229 km SSE of Tateyama, Japan",earthquake,,,,77,reviewed,us,us
1993-07-19T15:10:08.550Z,36.351,137.736,10,4.5,ms,,,,1.3,us,usp0005wz5,2014-11-07T00:53:31.918Z,"13 km W of Hotaka, Japan",earthquake,,,,3,reviewed,us,us
1993-07-19T19:35:04.350Z,34.465,141.339,46,5.2,mb,,,,1.1,us,usp0005wze,2014-11-07T00:53:31.968Z,"120 km SE of Katsuura, Japan",earthquake,,,,60,reviewed,us,us
1993-07-22T01:11:26.270Z,32.676,137.522,365.5,4.5,mb,,,,0.7,us,usp0005x4s,2014-11-07T00:53:32.493Z,"185 km SE of Shing?, Japan",earthquake,,5.4,,32,reviewed,us,us
1993-07-23T07:33:55.140Z,35.488,140.292,75.6,4.5,mb,,,,0.6,us,usp0005x7f,2014-11-07T00:53:33.123Z,"3 km SW of ?ami, Japan",earthquake,,16.8,,1,reviewed,us,us
1993-07-25T10:39:43.010Z,35.214,141.699,33,4.5,mb,,,,1.1,us,usp0005xbq,2014-11-07T00:53:33.672Z,"97 km SE of Hasaki, Japan",earthquake,,,,1,reviewed,us,us
1993-07-27T19:44:49.750Z,34.442,141.591,24.9,5.4,mw,,,,1,us,usp0005xgw,2016-11-09T23:05:09.467Z,"140 km SE of Katsuura, Japan",earthquake,,,,,reviewed,us,hrv
1993-08-14T01:29:17.620Z,33.365,132.408,41.3,5,mb,,,,1,us,usp0005yh3,2014-11-07T00:53:43.780Z,"19 km SW of ?zu, Japan",earthquake,,,,69,reviewed,us,us
1993-08-15T21:44:35.050Z,34.013,135.159,16.9,4.5,mb,,,,1,us,usp0005ymb,2014-11-07T00:53:44.569Z,"14 km N of Gob?, Japan",earthquake,,4.6,,4,reviewed,us,us
1993-08-29T19:02:26.280Z,31.626,141.731,10,4.6,mb,,,,0.2,us,usp0005zex,2014-11-07T00:53:49.864Z,"Izu Islands, Japan region",earthquake,,,,5,reviewed,us,us
1993-08-30T15:08:41.470Z,33.433,132.394,47.4,4.9,mb,,,,1.2,us,usp0005zg2,2014-11-07T00:53:49.971Z,"16 km WSW of ?zu, Japan",earthquake,,,,44,reviewed,us,us
1993-09-01T00:32:42.470Z,31.639,141.632,33,4.7,mb,,,,0.8,us,usp0005zj6,2014-11-07T00:53:51.284Z,"Izu Islands, Japan region",earthquake,,,,19,reviewed,us,us
1993-09-01T00:41:23.320Z,31.712,141.611,45.7,5.9,mw,,,,1,us,usp0005zj7,2016-11-09T23:22:54.861Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,hrv
1993-09-01T03:35:27.380Z,31.859,141.641,44.3,5.4,mw,,,,1,us,usp0005zj9,2016-11-09T23:22:55.334Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,hrv
1993-09-01T06:28:05.310Z,31.652,141.599,42.3,4.8,mb,,,,1.1,us,usp0005zjd,2014-11-07T00:53:52.581Z,"Izu Islands, Japan region",earthquake,,,,29,reviewed,us,us
1993-09-09T19:21:48.550Z,31.747,141.565,33,4.6,mb,,,,0.9,us,usp0006011,2014-11-07T00:53:56.437Z,"Izu Islands, Japan region",earthquake,,,,15,reviewed,us,us
1993-09-10T10:43:40.090Z,36.097,140.087,80.9,4.7,mb,,,,0.9,us,usp0006027,2014-11-07T00:53:56.527Z,"8 km NW of Naka, Japan",earthquake,,5.5,,16,reviewed,us,us
1993-09-14T04:50:10.680Z,33.778,137.265,333.1,4.5,mb,,,,0.8,us,usp00060ab,2014-11-07T00:53:58.094Z,"87 km SSE of Toba, Japan",earthquake,,7.9,,21,reviewed,us,us
1993-09-16T19:04:44.630Z,33.592,135.188,29.5,4.6,mb,,,,0.5,us,usp00060g1,2014-11-07T00:53:58.658Z,"22 km SW of Tanabe, Japan",earthquake,,5.4,,1,reviewed,us,us
1993-09-17T13:14:12.850Z,34.366,136.039,33,4.5,mb,,,,1.6,us,usp00060hk,2014-11-07T00:53:58.787Z,"17 km ESE of Yoshino-ch?, Japan",earthquake,,,,6,reviewed,us,us
1993-09-18T02:18:35.670Z,36.116,140.863,43.3,5.2,mb,,,,1,us,usp00060jm,2014-11-07T00:53:58.909Z,"25 km NE of Kashima-shi, Japan",earthquake,,,,92,reviewed,us,us
1993-10-10T10:44:08.150Z,34.317,139.098,26.3,4.5,mb,,,,1,us,usp00061rh,2014-11-07T00:54:11.440Z,"42 km SSE of Shimoda, Japan",earthquake,,5.9,,7,reviewed,us,us
1993-10-11T15:54:21.240Z,32.02,137.832,350.7,6.9,mw,,,,1,us,usp00061tu,2020-09-15T16:42:42.889Z,"256 km SE of Shing?, Japan",earthquake,,,,,reviewed,us,hrv
1993-11-01T12:22:27.480Z,36.097,140.298,83.3,4.6,mb,,,,1.4,us,usp0006317,2014-11-07T00:54:19.343Z,"9 km SSE of Ishioka, Japan",earthquake,,5.9,,21,reviewed,us,us
1993-11-08T20:48:54.750Z,36.183,141.669,32.7,5.4,mw,,,,1,us,usp00063cu,2016-11-09T23:55:18.591Z,"90 km ENE of Hasaki, Japan",earthquake,,,,,reviewed,us,hrv
1993-11-09T02:44:19.280Z,36.215,141.672,30.9,5,ms,,,,1.1,us,usp00063d4,2014-11-07T00:54:23.235Z,"92 km NE of Hasaki, Japan",earthquake,,,,10,reviewed,us,us
1993-11-09T03:40:48.100Z,36.253,141.647,38.8,5.2,ms,,,,1.1,us,usp00063d6,2014-11-07T00:54:23.255Z,"93 km NE of Hasaki, Japan",earthquake,,,,15,reviewed,us,us
1993-11-09T21:57:48.100Z,36.313,141.812,32.6,4.5,mb,,,,1.3,us,usp00063ec,2014-11-07T00:54:23.460Z,"107 km ESE of Takahagi, Japan",earthquake,,,,17,reviewed,us,us
1993-11-09T22:09:49.020Z,36.283,141.846,33.5,4.8,ms,,,,1.4,us,usp00063ef,2014-11-07T00:54:23.481Z,"109 km ENE of Hasaki, Japan",earthquake,,,,1,reviewed,us,us
1993-11-10T00:19:22.190Z,36.165,141.76,33.2,4.5,mb,,,,1.2,us,usp00063em,2014-11-07T00:54:23.611Z,"96 km ENE of Hasaki, Japan",earthquake,,,,17,reviewed,us,us
1993-11-11T09:10:23.280Z,36.171,141.743,37,4.5,mb,,,,1.3,us,usp00063h7,2014-11-07T00:54:24.081Z,"95 km ENE of Hasaki, Japan",earthquake,,,,18,reviewed,us,us
1993-11-15T06:13:46.570Z,33.69,137.029,365,4.6,mb,,,,0.9,us,usp00063qt,2014-11-07T00:54:24.934Z,"87 km ESE of Owase, Japan",earthquake,,2.8,,38,reviewed,us,us
1994-01-16T05:29:08.390Z,34.212,137.884,281.7,4.5,mb,,,,0.9,us,usp00066hd,2014-11-07T00:54:47.124Z,"53 km SW of ?yama, Japan",earthquake,,9.8,,16,reviewed,us,us
1994-01-31T11:10:06.510Z,33.781,135.534,66.1,4.7,mb,,,,0.4,us,usp00067st,2014-11-07T00:54:51.794Z,"16 km ENE of Tanabe, Japan",earthquake,,10,,2,reviewed,us,us
1994-02-08T09:44:46.260Z,33.74,137.315,351,4.7,mb,,,,1.1,us,usp000687d,2014-11-07T00:54:57.537Z,"93 km SSE of Toba, Japan",earthquake,,3.3,,46,reviewed,us,us
1994-02-09T15:52:33.240Z,35.244,140.693,10,4.5,mb,,,,1.1,us,usp0006896,2014-11-07T00:54:57.732Z,"27 km E of ?hara, Japan",earthquake,,,,8,reviewed,us,us
1994-02-11T17:49:47.810Z,36.033,140.866,88.6,4.6,mb,,,,1.4,us,usp00068cw,2014-11-07T00:54:58.107Z,"21 km ENE of Kashima-shi, Japan",earthquake,,7.7,,9,reviewed,us,us
1994-02-12T17:06:58.110Z,32.056,130.577,31.1,5.4,mw,,,,1.1,us,usp00068ef,2020-09-15T16:57:38.025Z,"4 km WSW of ?kuchi-shinohara, Japan",earthquake,,,,,reviewed,us,hrv
1994-03-11T03:12:11.320Z,34.22,139.167,10,5.5,mw,,,,0.9,us,usp00069hh,2020-09-15T17:01:37.679Z,"54 km SSE of Shimoda, Japan",earthquake,,,,,reviewed,us,hrv
1994-03-11T04:38:43.970Z,34.182,139.205,10,4.7,mb,,,,0.9,us,usp00069hp,2014-11-07T00:55:08.201Z,"59 km SSE of Shimoda, Japan",earthquake,,,,23,reviewed,us,us
1994-03-11T04:38:46.110Z,34.671,138.574,10,4.9,mb,,,,1,us,usp00069hq,2014-11-07T00:55:08.207Z,"32 km SE of Yaizu, Japan",earthquake,,,,8,reviewed,us,us
1994-03-13T17:26:56.420Z,35.751,140.948,33,4.7,mb,,,,1.3,us,usp00069nv,2014-11-07T00:55:08.788Z,"10 km E of Hasaki, Japan",earthquake,,,,16,reviewed,us,us
1994-03-16T12:09:25.890Z,34.036,139.08,10,4.5,mb,,,,1.2,us,usp00069sf,2014-11-07T00:55:09.577Z,"72 km S of Shimoda, Japan",earthquake,,,,16,reviewed,us,us
1994-03-26T21:51:01.200Z,33.437,141.289,38.1,5.4,mb,,,,0.7,us,usp0006a87,2014-11-07T00:55:11.172Z,"209 km SSE of Katsuura, Japan",earthquake,,11.6,,5,reviewed,us,us
1994-04-06T04:21:36.910Z,36.25,141.484,36.7,5.1,mb,,,,0.9,us,usp0006aq7,2014-11-07T00:55:16.358Z,"81 km E of ?arai, Japan",earthquake,,,,58,reviewed,us,us
1994-04-06T05:19:54.000Z,36.165,141.505,36.8,5.5,mw,,,,1,us,usp0006aqa,2016-11-09T22:14:46.548Z,"77 km NE of Hasaki, Japan",earthquake,,,,,reviewed,us,hrv
1994-04-16T02:32:02.810Z,35.507,135.503,358.4,5,mb,,,,0.9,us,usp0006b5v,2014-11-07T00:55:18.597Z,"16 km ENE of Maizuru, Japan",earthquake,,,,103,reviewed,us,us
1994-04-21T17:05:37.740Z,35.847,131.033,26.9,5.2,mb,,,,0.9,us,usp0006beg,2014-11-07T00:55:19.923Z,"142 km NW of G?tsuch?, Japan",earthquake,,,,90,reviewed,us,us
1994-04-22T20:04:04.770Z,31.417,141.658,33,4.8,mb,,,,1,us,usp0006bge,2014-11-07T00:55:20.203Z,"Izu Islands, Japan region",earthquake,,,,27,reviewed,us,us
1994-04-23T03:41:52.740Z,35.873,131.076,27.1,5.2,mb,,,,0.8,us,usp0006bgu,2014-11-07T00:55:20.357Z,"141 km NW of G?tsuch?, Japan",earthquake,,,,83,reviewed,us,us
1994-04-23T04:03:25.400Z,35.854,131.09,27.7,4.5,mb,,,,1.1,us,usp0006bgx,2014-11-07T00:55:20.388Z,"139 km NW of G?tsuch?, Japan",earthquake,,,,23,reviewed,us,us
1994-04-27T01:32:43.980Z,32.587,139.929,139.2,4.7,mb,,,,0.8,us,usp0006bpu,2014-11-07T00:55:21.286Z,"249 km SSE of Shimoda, Japan",earthquake,,6.5,,35,reviewed,us,us
1994-04-30T03:28:38.730Z,31.42,131.292,26.1,5.9,mw,,,,1,us,usp0006bty,2020-09-15T17:06:49.289Z,"8 km SSE of Kushima, Japan",earthquake,,,,,reviewed,us,hrv
1994-05-05T23:32:30.560Z,33.495,140.127,120.8,4.5,mb,,,,0.9,us,usp0006c5d,2014-11-07T00:55:26.783Z,"166 km S of Tateyama, Japan",earthquake,,8.5,,10,reviewed,us,us
1994-05-08T08:02:02.830Z,34.066,135.15,27.1,4.5,mb,,,,0.8,us,usp0006c8t,2014-11-07T00:55:27.285Z,"11 km SSW of Kainan, Japan",earthquake,,3.6,,18,reviewed,us,us
1994-05-13T11:18:40.250Z,36.296,140.027,85.4,4.9,mb,,,,1,us,usp0006cga,2014-11-07T00:55:28.365Z,"3 km E of Shimodate, Japan",earthquake,,4.2,,10,reviewed,us,us
1994-05-28T08:04:32.040Z,35.406,136.134,48.9,5.1,mb,,,,1,us,usp0006d9t,2014-11-07T00:55:32.288Z,"12 km WNW of Nagahama, Japan",earthquake,,3.3,,60,reviewed,us,us
1994-05-31T16:33:26.960Z,33.369,137.744,353.4,4.7,mb,,,,0.8,us,usp0006dev,2014-11-07T00:55:33.157Z,"143 km SSW of ?yama, Japan",earthquake,,2.9,,26,reviewed,us,us
1994-06-12T10:31:12.400Z,31.619,131.702,34.9,4.8,ms,,,,1.3,us,usp0006e58,2014-11-07T00:55:41.580Z,"31 km E of Nichinan, Japan",earthquake,,,,1,reviewed,us,us
1994-06-29T02:01:57.850Z,34.913,139.959,48.5,4.5,mb,,,,1.2,us,usp0006ey7,2014-11-07T00:55:45.033Z,"11 km SE of Tateyama, Japan",earthquake,,7.4,,16,reviewed,us,us
1994-06-29T02:29:27.600Z,32.281,137.554,380.6,4.5,mb,,,,0.7,us,usp0006ey8,2014-11-07T00:55:45.040Z,"217 km SE of Shing?, Japan",earthquake,,9.2,,28,reviewed,us,us
1994-07-14T06:37:54.790Z,33.52,140.811,63.9,4.8,mb,,,,0.8,us,usp0006fn7,2014-11-07T00:55:51.970Z,"184 km SSE of Tateyama, Japan",earthquake,,20.5,,6,reviewed,us,us
1994-07-20T01:58:08.680Z,35.283,141.123,33,4.5,mb,,,,1.2,us,usp0006fwr,2014-11-07T00:55:52.984Z,"56 km SSE of Hasaki, Japan",earthquake,,,,20,reviewed,us,us
1994-07-20T04:31:56.010Z,35.687,140.227,76.6,4.5,mb,,,,0.4,us,usp0006fwv,2014-11-07T00:55:53.005Z,"3 km S of Sakura, Japan",earthquake,,6.1,,2,reviewed,us,us
1994-08-06T15:26:14.760Z,35.553,140.784,64,4.6,mb,,,,1.2,us,usp0006gmb,2014-11-07T00:56:00.869Z,"20 km SSW of Hasaki, Japan",earthquake,,7.1,,23,reviewed,us,us
1994-08-06T16:05:49.900Z,35.603,140.749,60.4,4.8,mb,,,,1,us,usp0006gme,2014-11-07T00:56:00.881Z,"15 km SE of Asahi, Japan",earthquake,,5,,48,reviewed,us,us
1994-08-06T16:54:37.890Z,35.55,141.131,33,4.6,mb,,,,1.5,us,usp0006gmf,2014-11-07T00:56:00.894Z,"33 km SE of Hasaki, Japan",earthquake,,,,4,reviewed,us,us
1994-08-22T04:05:29.260Z,33.56,134.596,38,4.9,mb,,,,0.8,us,usp0006ha8,2014-11-07T00:56:06.885Z,"39 km S of Anan, Japan",earthquake,,6,,11,reviewed,us,us
1994-09-04T01:19:09.520Z,35.657,140.291,88.5,4.9,mb,,,,1.2,us,usp0006hxs,2014-11-07T00:56:13.407Z,"2 km WNW of Yachimata, Japan",earthquake,,15.9,,2,reviewed,us,us
1994-09-07T03:48:17.120Z,31.967,130.973,30.2,4.7,mb,,,,1.2,us,usp0006j22,2014-11-07T00:56:14.200Z,"2 km SSW of Kobayashi, Japan",earthquake,,6.8,,12,reviewed,us,us
1994-09-07T03:54:03.950Z,32.034,130.902,32.2,5.1,mb,,,,1,us,usp0006j23,2014-11-07T00:56:14.204Z,"9 km NW of Kobayashi, Japan",earthquake,,4.8,,58,reviewed,us,us
1994-09-11T08:09:53.290Z,34.566,140.473,80.5,5,mb,,,,1,us,usp0006j81,2014-11-07T00:56:15.145Z,"65 km SSE of Katsuura, Japan",earthquake,,,,70,reviewed,us,us
1994-09-17T22:43:51.800Z,33.374,141.208,33,4.7,mb,,,,1.2,us,usp0006jmg,2014-11-07T00:56:18.484Z,"213 km SSE of Katsuura, Japan",earthquake,,,,19,reviewed,us,us
1994-09-21T09:26:49.070Z,36.31,139.368,127.5,5.1,mb,,,,0.8,us,usp0006jtd,2014-11-07T00:56:19.093Z,"1 km N of ?ta, Japan",earthquake,,4,,3,reviewed,us,us
1994-10-15T23:21:06.440Z,34.159,135.24,10,4.5,mb,,,,1,us,usp0006m60,2014-11-07T00:56:31.348Z,"2 km ENE of Kainan, Japan",earthquake,,,,6,reviewed,us,us
1994-10-19T12:59:20.020Z,33.327,136.842,389.6,4.7,mb,,,,0.9,us,usp0006mc8,2014-11-07T00:56:32.107Z,"91 km ESE of Shing?, Japan",earthquake,,3.9,,28,reviewed,us,us
1994-10-20T07:52:16.790Z,33.518,136.476,33,4.6,mb,,,,1.6,us,usp0006mdf,2014-11-07T00:56:32.252Z,"51 km ESE of Shing?, Japan",earthquake,,,,2,reviewed,us,us
1994-10-29T14:43:08.390Z,34.857,140.512,76.8,4.8,mb,,,,1,us,usp0006mvu,2014-11-07T00:56:34.427Z,"36 km SSE of Katsuura, Japan",earthquake,,6.9,,23,reviewed,us,us
1994-11-04T07:17:37.300Z,33.427,132.161,33,4.5,mb,,,,1.1,us,usp0006n3t,2014-11-07T00:56:39.260Z,"37 km WSW of ?zu, Japan",earthquake,,,,3,reviewed,us,us
1994-11-04T10:06:25.490Z,36.102,139.944,59.5,4.9,mb,,,,1,us,usp0006n3x,2014-11-07T00:56:39.545Z,"2 km SW of Ishige, Japan",earthquake,,7.8,,1,reviewed,us,us
1994-11-04T17:49:27.910Z,32.493,140.151,98.5,4.9,mb,,,,1.1,us,usp0006n4g,2014-11-07T00:56:41.069Z,"266 km SSE of Shimoda, Japan",earthquake,,14,,6,reviewed,us,us
1994-11-08T09:22:06.540Z,33.707,139.269,39.1,4.7,mb,,,,1,us,usp0006n90,2014-11-07T00:56:45.991Z,"111 km SSE of Shimoda, Japan",earthquake,,,,14,reviewed,us,us
1994-11-16T02:22:35.750Z,35.774,140.924,33,4.8,mb,,,,1.1,us,usp0006nqa,2014-11-07T00:56:47.694Z,"9 km ENE of Hasaki, Japan",earthquake,,,,6,reviewed,us,us
1994-11-17T06:07:58.080Z,33.549,139.311,10,4.7,mb,,,,0.9,us,usp0006nt3,2014-11-07T00:56:47.934Z,"129 km SSE of Shimoda, Japan",earthquake,,,,5,reviewed,us,us
1994-12-05T21:09:57.070Z,36.116,141.468,10,4.6,mb,,,,1.4,us,usp0006pq5,2014-11-07T00:56:55.212Z,"71 km NE of Hasaki, Japan",earthquake,,,,5,reviewed,us,us
1994-12-10T09:49:10.210Z,35.738,140.968,60.3,4.5,mb,,,,1,us,usp0006pw4,2014-11-07T00:56:56.968Z,"12 km E of Hasaki, Japan",earthquake,,14.7,,5,reviewed,us,us
1994-12-15T13:22:38.840Z,33.765,136.899,358.3,4.8,mb,,,,0.9,us,usp0006q2y,2014-11-07T00:56:58.141Z,"72 km ESE of Owase, Japan",earthquake,,3.4,,33,reviewed,us,us
1994-12-19T06:54:05.270Z,35.693,139.261,10,4.8,mb,,,,1.1,us,usp0006q76,2014-11-07T00:56:58.730Z,"5 km SE of Itsukaichi, Japan",earthquake,,,,19,reviewed,us,us
1994-12-22T05:56:59.390Z,34.905,135.597,370.1,4.9,mb,,,,0.7,us,usp0006qaj,2014-11-07T00:56:59.104Z,"6 km NNW of Takatsuki, Japan",earthquake,,2.4,,71,reviewed,us,us
1994-12-22T21:29:27.640Z,34.294,137.336,33,4.8,mb,,,,0.7,us,usp0006qb8,2014-11-07T00:56:59.161Z,"41 km S of Tahara, Japan",earthquake,,,,2,reviewed,us,us
1994-12-25T04:46:25.110Z,34.386,137.338,301.7,4.8,mb,,,,0.7,us,usp0006qdu,2014-11-07T00:56:59.717Z,"31 km SSE of Tahara, Japan",earthquake,,2.7,,61,reviewed,us,us
1994-12-30T04:48:03.610Z,36.105,139.82,138.4,4.6,mb,,,,0.3,us,usp0006qm9,2014-11-07T00:57:00.724Z,"1 km ENE of Sakai, Japan",earthquake,,3.6,,3,reviewed,us,us
1994-12-31T20:52:27.750Z,35.82,139.993,75.8,5.1,mw,,,,0.9,us,usp0006qpb,2016-11-10T00:20:19.469Z,"4 km SSE of Kashiwa, Japan",earthquake,,3.8,,,reviewed,us,hrv
1995-01-01T15:31:41.110Z,32.654,139.895,127.9,5.1,mb,,,,0.8,us,usp0006qqx,2014-11-07T00:57:03.832Z,"241 km SSE of Shimoda, Japan",earthquake,,4.3,,67,reviewed,us,us
1995-01-06T09:40:29.350Z,34.018,139.14,18.2,4.8,mb,,,,0.9,us,usp0006qxp,2014-11-07T00:57:06.105Z,"75 km SSE of Shimoda, Japan",earthquake,,4.5,,28,reviewed,us,us
1995-01-07T12:34:38.780Z,36.347,139.892,69.4,4.9,mb,,,,0.9,us,usp0006qzt,2014-11-07T00:57:06.603Z,"5 km N of Y?ki, Japan",earthquake,,,,64,reviewed,us,us
1995-01-07T19:28:17.500Z,36.36,139.958,77.1,4.5,mb,,,,1.1,us,usp0006r0f,2014-11-07T00:57:06.720Z,"7 km NNW of Shimodate, Japan",earthquake,,4.6,,22,reviewed,us,us
1995-01-09T18:00:17.800Z,35.88,141.343,33.3,6,mw,,,,0.9,us,usp0006r3k,2020-09-15T17:36:55.211Z,"48 km ENE of Hasaki, Japan",earthquake,,,,,reviewed,us,hrv
1995-01-11T03:40:33.790Z,35.965,141.516,33,4.7,mb,,,,0.9,us,usp0006r61,2014-11-07T00:57:07.396Z,"66 km ENE of Hasaki, Japan",earthquake,,,,19,reviewed,us,us
1995-01-12T23:29:40.080Z,34.277,139.095,25.4,5.1,mb,,,,0.9,us,usp0006r8f,2014-11-07T00:57:07.760Z,"46 km SSE of Shimoda, Japan",earthquake,,,,70,reviewed,us,us
1995-01-13T06:16:07.200Z,34.167,139.284,17.9,4.5,mb,,,,0.8,us,usp0006r8v,2014-11-07T00:57:07.871Z,"64 km SSE of Shimoda, Japan",earthquake,,4,,27,reviewed,us,us
1995-01-14T02:45:24.010Z,33.355,140.807,58,4.6,mb,,,,0.8,us,usp0006ra3,2014-11-07T00:57:07.970Z,"200 km SSE of Tateyama, Japan",earthquake,,,,19,reviewed,us,us
1995-01-16T20:46:52.120Z,34.583,135.018,21.9,6.9,mw,,,,1,us,usp0006rew,2020-08-14T10:53:03.402Z,"8 km S of Akashi, Japan",earthquake,,,,,reviewed,us,hrv
1995-01-16T20:53:09.820Z,34.34,135.303,10,4.8,mb,,,,1.4,us,usp0006rex,2014-11-07T00:57:08.965Z,"8 km S of Izumisano, Japan",earthquake,,,,3,reviewed,us,us
1995-01-16T21:28:58.830Z,34.547,134.829,10,5,mb,,,,1,us,usp0006rey,2014-11-07T00:57:08.968Z,"20 km SW of Akashi, Japan",earthquake,,,,38,reviewed,us,us
1995-01-16T21:42:49.710Z,34.761,135.665,10,4.6,mb,,,,0.7,us,usp0006rf1,2014-11-07T00:57:08.980Z,"3 km E of Neyagawa, Japan",earthquake,,,,11,reviewed,us,us
1995-01-16T23:30:35.910Z,34.485,135.202,10,4.7,ms,,,,1.7,us,usp0006rf6,2014-11-07T00:57:08.993Z,"7 km NNW of Tajiri, Japan",earthquake,,,,1,reviewed,us,us
1995-01-16T23:58:17.100Z,34.399,135.127,10,4.7,mb,,,,0.8,us,usp0006rf7,2014-11-07T00:57:08.996Z,"11 km WSW of Tajiri, Japan",earthquake,,,,7,reviewed,us,us
1995-01-17T00:01:24.490Z,34.484,134.782,10,4.6,mb,,,,1.4,us,usp0006rf8,2014-11-07T00:57:08.998Z,"18 km NNW of Sumoto, Japan",earthquake,,,,7,reviewed,us,us
1995-01-17T04:05:21.620Z,34.488,135.179,10,4.7,mb,,,,1,us,usp0006rfm,2014-11-07T00:57:09.019Z,"9 km NW of Tajiri, Japan",earthquake,,,,10,reviewed,us,us
1995-01-17T13:18:36.410Z,34.52,134.801,10,4.6,mb,,,,1,us,usp0006rg9,2014-11-07T00:57:09.102Z,"21 km NNW of Sumoto, Japan",earthquake,,,,14,reviewed,us,us
1995-01-17T15:51:28.500Z,34.538,135.18,10,4.6,mb,,,,1.1,us,usp0006rgm,2014-11-07T00:57:09.221Z,"13 km NNW of Tajiri, Japan",earthquake,,,,5,reviewed,us,us
1995-01-17T17:35:23.440Z,34.407,134.849,10,4.5,mb,,,,0.8,us,usp0006rgs,2014-11-07T00:57:09.273Z,"7 km NNW of Sumoto, Japan",earthquake,,,,11,reviewed,us,us
1995-01-17T21:50:17.520Z,34.639,135.072,10,4.7,mb,,,,0.4,us,usp0006rh4,2014-11-07T00:57:09.301Z,"6 km ESE of Akashi, Japan",earthquake,,,,8,reviewed,us,us
1995-01-20T22:10:40.070Z,35.898,141.45,33,4.5,mb,,,,1,us,usp0006rnp,2014-11-07T00:57:10.002Z,"near the east coast of Honshu, Japan",earthquake,,,,20,reviewed,us,us
1995-01-24T22:56:19.860Z,35.642,141.079,10,4.6,mb,,,,1,us,usp0006ruq,2014-11-07T00:57:10.844Z,"24 km ESE of Hasaki, Japan",earthquake,,,,15,reviewed,us,us
1995-02-09T18:24:47.810Z,32.42,137.871,348.6,4.5,mb,,,,0.7,us,usp0006snw,2014-11-07T00:57:18.506Z,"228 km SE of Shing?, Japan",earthquake,,5.8,,46,reviewed,us,us
1995-02-16T21:22:34.350Z,32.958,140.411,80.3,4.7,mb,,,,0.9,us,usp0006t2t,2014-11-07T00:57:20.516Z,"230 km SSE of Tateyama, Japan",earthquake,,,,33,reviewed,us,us
1995-02-18T12:37:32.360Z,34.444,134.757,10,4.7,mb,,,,1.2,us,usp0006t55,2014-11-07T00:57:20.761Z,"16 km NW of Sumoto, Japan",earthquake,,,,14,reviewed,us,us
1995-02-19T16:12:26.280Z,35.893,141.549,33,4.6,mb,,,,0.8,us,usp0006t78,2014-11-07T00:57:21.090Z,"67 km ENE of Hasaki, Japan",earthquake,,,,24,reviewed,us,us
1995-03-12T14:39:25.790Z,35.471,140.654,67.1,4.8,mb,,,,0.9,us,usp0006u3m,2014-11-07T00:57:30.000Z,"25 km ESE of Narut?, Japan",earthquake,,5.1,,60,reviewed,us,us
1995-03-22T22:24:32.120Z,35.998,139.894,62.9,5.1,mb,,,,0.9,us,usp0006ukb,2014-11-07T00:57:32.872Z,"5 km S of Iwai, Japan",earthquake,,3.9,,59,reviewed,us,us
1995-04-02T01:55:19.540Z,32.904,141.207,70,4.5,mb,,,,0.7,us,usp0006v12,2014-11-07T00:57:37.678Z,"261 km SSE of Tateyama, Japan",earthquake,,,,18,reviewed,us,us
1995-04-10T01:16:30.080Z,31.634,131.63,29.6,4.7,ms,,,,1,us,usp0006ven,2014-11-07T00:57:40.992Z,"25 km E of Nichinan, Japan",earthquake,,,,3,reviewed,us,us
1995-04-18T11:26:24.210Z,34.951,138.562,26.1,4.8,mb,,,,1,us,usp0006vv3,2014-11-07T00:57:43.432Z,"16 km ESE of Shizuoka, Japan",earthquake,,,,47,reviewed,us,us
1995-04-21T01:12:59.420Z,33.101,136.885,388,4.5,mb,,,,0.8,us,usp0006vzf,2014-11-07T00:57:44.111Z,"109 km SE of Shing?, Japan",earthquake,,5.7,,46,reviewed,us,us
1995-04-26T15:18:02.170Z,36.239,139.769,75.2,4.5,mb,,,,0.2,us,usp0006wdb,2014-11-07T00:57:46.456Z,"7 km SSW of Oyama, Japan",earthquake,,26.2,,2,reviewed,us,us
1995-05-12T10:00:23.930Z,32.08,141.628,33,4.6,mb,,,,1,us,usp0006x7f,2014-11-07T00:57:54.617Z,"Izu Islands, Japan region",earthquake,,,,4,reviewed,us,us
1995-05-13T13:27:15.790Z,33.799,139.456,17.2,4.5,mb,,,,1.1,us,usp0006x9n,2014-11-07T00:57:54.974Z,"108 km SSE of Shimoda, Japan",earthquake,,,,23,reviewed,us,us
1995-05-21T19:24:53.020Z,33.255,137.185,398.5,4.5,mb,,,,1.1,us,usp0006xtz,2014-11-07T00:57:58.248Z,"123 km ESE of Shing?, Japan",earthquake,,7.4,,30,reviewed,us,us
1995-05-25T13:34:19.100Z,32.338,141.622,33,4.8,mb,,,,1,us,usp0006y0q,2014-11-07T00:57:59.844Z,"Izu Islands, Japan region",earthquake,,,,59,reviewed,us,us
1995-05-29T14:02:32.650Z,32.342,141.601,33,5.2,mw,,,,0.9,us,usp0006y96,2016-11-09T22:38:26.384Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,hrv
